127.0.0.1, 2010-10-19 22:52:58, GET, /, HTTP/1.1, 303, 0.001294
10.1.39.230, 2010-10-21 02:14:25, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.061573
10.1.39.230, 2010-10-21 02:14:25, GET, /vlab/default/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.045897
10.1.39.230, 2010-10-21 02:14:25, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.035465
10.1.39.230, 2010-10-21 02:14:25, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.010222
10.1.39.230, 2010-10-21 02:14:25, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.011019
10.1.39.230, 2010-10-21 02:14:25, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.010037
10.1.39.230, 2010-10-21 02:14:25, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.010437
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/user/register, HTTP/1.1, 200, 0.015315
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001280
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000940
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001571
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000830
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.014688
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.026696
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.035350
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.045165
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.055246
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.042771
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.010627
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.010843
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.010337
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.010271
10.1.39.230, 2010-10-21 02:14:28, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.010734
10.1.39.230, 2010-10-21 02:14:37, POST, /vlab/default/user/register, HTTP/1.1, 303, 0.145516
10.1.39.230, 2010-10-21 02:14:37, GET, /vlab/default/index, HTTP/1.1, 500, 0.042416
10.1.39.230, 2010-10-21 02:15:47, GET, /vlab/default/index, HTTP/1.1, 500, 0.513364
10.1.39.230, 2010-10-21 02:15:52, GET, /admin/default/ticket/vlab/10.1.39.230.2010-10-21.02-15-47.cc82106f-ccb0-475d-9eaf-db9fd41084b7, HTTP/1.1, 200, 0.004127
10.1.39.230, 2010-10-21 02:17:24, GET, /vlab/default/user/logout, HTTP/1.1, 500, 0.016598
10.1.39.230, 2010-10-21 02:17:32, GET, /vlab/default/user/login, HTTP/1.1, 500, 0.015443
10.1.39.230, 2010-10-21 02:17:52, GET, /vlab/default, HTTP/1.1, 500, 0.015959
10.1.39.230, 2010-10-21 02:18:35, GET, /vlab/default, HTTP/1.1, 200, 0.017447
10.1.39.230, 2010-10-21 02:18:35, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000738
10.1.39.230, 2010-10-21 02:18:35, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000428
10.1.39.230, 2010-10-21 02:18:35, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000340
10.1.39.230, 2010-10-21 02:18:35, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000281
10.1.39.230, 2010-10-21 02:18:35, GET, /js/script.js, HTTP/1.1, 400, 0.000300
10.1.39.230, 2010-10-21 02:18:35, GET, /js/plugins.js, HTTP/1.1, 400, 0.000299
10.1.39.230, 2010-10-21 02:18:35, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000384
10.1.39.230, 2010-10-21 02:18:35, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000296
10.1.39.230, 2010-10-21 02:18:35, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000502
10.1.39.230, 2010-10-21 02:18:35, GET, /js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000260
10.1.39.230, 2010-10-21 02:18:35, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000356
10.1.39.230, 2010-10-21 02:18:35, GET, /js/plugins.js, HTTP/1.1, 400, 0.000260
10.1.39.230, 2010-10-21 02:18:35, GET, /js/script.js, HTTP/1.1, 400, 0.000282
10.1.39.230, 2010-10-21 02:18:35, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000292
10.1.39.230, 2010-10-21 02:18:35, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000347
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/default, HTTP/1.1, 200, 0.016984
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001330
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.001226
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001497
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.001744
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 304, 0.000580
10.1.39.230, 2010-10-21 02:18:54, GET, /js/script.js, HTTP/1.1, 400, 0.000300
10.1.39.230, 2010-10-21 02:18:54, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000388
10.1.39.230, 2010-10-21 02:18:54, GET, /js/plugins.js, HTTP/1.1, 400, 0.000282
10.1.39.230, 2010-10-21 02:18:54, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000286
10.1.39.230, 2010-10-21 02:18:54, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.002899
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 304, 0.000301
10.1.39.230, 2010-10-21 02:18:54, GET, /js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000294
10.1.39.230, 2010-10-21 02:18:54, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 304, 0.000316
10.1.39.230, 2010-10-21 02:18:54, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000329
10.1.39.230, 2010-10-21 02:18:54, GET, /js/plugins.js, HTTP/1.1, 400, 0.000279
10.1.39.230, 2010-10-21 02:18:54, GET, /js/script.js, HTTP/1.1, 400, 0.000261
10.1.39.230, 2010-10-21 02:18:54, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000287
10.1.39.230, 2010-10-21 02:18:54, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000335
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/default/user/logout, HTTP/1.1, 303, 0.091066
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/default/index, HTTP/1.1, 200, 0.017038
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.001053
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000503
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000915
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001928
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.014528
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000283
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.023879
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.034429
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.043504
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.054138
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.012423
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.014170
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.011006
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.009981
10.1.39.230, 2010-10-21 02:18:56, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.010255
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/default/index, HTTP/1.1, 303, 0.011645
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/default/user/login, HTTP/1.1, 200, 0.014548
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 304, 0.000876
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.001929
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000748
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.002854
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.001626
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.013957
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 304, 0.000971
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 304, 0.000377
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.026361
10.1.39.230, 2010-10-21 02:19:15, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.038152
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.048784
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.055501
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.045566
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.010621
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.010364
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.010344
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.009946
10.1.39.230, 2010-10-21 02:19:16, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.010664
10.1.39.230, 2010-10-21 02:19:21, POST, /vlab/default/user/login, HTTP/1.1, 303, 0.099685
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/default/index, HTTP/1.1, 200, 0.017254
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001746
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000494
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001556
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.001357
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.014476
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000290
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.023970
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.035498
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.046862
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.056719
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.010820
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.010911
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.010403
10.1.39.230, 2010-10-21 02:19:21, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.010375
10.1.39.230, 2010-10-21 02:19:31, GET, /vlab, HTTP/1.1, 200, 0.017197
10.1.39.230, 2010-10-21 02:19:31, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001684
10.1.39.230, 2010-10-21 02:19:31, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000497
10.1.39.230, 2010-10-21 02:19:31, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.001547
10.1.39.230, 2010-10-21 02:19:31, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.001564
10.1.39.230, 2010-10-21 02:19:31, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000289
10.1.39.230, 2010-10-21 02:19:31, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.001459
10.1.39.230, 2010-10-21 02:19:31, GET, /js/script.js, HTTP/1.1, 400, 0.000301
10.1.39.230, 2010-10-21 02:19:31, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000376
10.1.39.230, 2010-10-21 02:19:31, GET, /js/plugins.js, HTTP/1.1, 400, 0.000263
10.1.39.230, 2010-10-21 02:19:31, GET, /js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000257
10.1.39.230, 2010-10-21 02:19:31, GET, /js/MathJax/MathJax.js, HTTP/1.1, 400, 0.000346
10.1.39.230, 2010-10-21 02:19:31, GET, /js/plugins.js, HTTP/1.1, 400, 0.000283
10.1.39.230, 2010-10-21 02:19:31, GET, /js/script.js, HTTP/1.1, 400, 0.000257
10.1.39.230, 2010-10-21 02:19:31, GET, /js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.000278
10.1.39.230, 2010-10-21 02:19:31, GET, /js/profiling/config.js, HTTP/1.1, 400, 0.000354
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/default/user/logout, HTTP/1.1, 303, 0.108965
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/default/index, HTTP/1.1, 303, 0.011382
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/default/user/login, HTTP/1.1, 200, 0.014891
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000888
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001745
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001522
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.001104
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.018200
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.030700
10.1.39.230, 2010-10-21 02:19:44, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.040936
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.049123
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.060175
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.049562
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.010174
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.010703
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.010966
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.009985
10.1.39.230, 2010-10-21 02:19:45, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.010699
10.1.39.230, 2010-10-21 02:20:01, POST, /vlab/default/user/login, HTTP/1.1, 303, 0.109954
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/default/index, HTTP/1.1, 200, 0.016735
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001287
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000510
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.002102
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.001485
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.013204
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000296
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.026702
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.036027
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.045627
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.061165
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.020027
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.011262
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.010179
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.010474
10.1.39.230, 2010-10-21 02:20:01, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.010923
10.1.39.230, 2010-10-21 02:20:34, GET, /vlab/default/user/logout, HTTP/1.1, 303, 0.107668
10.1.39.230, 2010-10-21 02:20:34, GET, /vlab/default/index, HTTP/1.1, 303, 0.011565
10.1.39.230, 2010-10-21 02:20:34, GET, /vlab/default/user/login, HTTP/1.1, 200, 0.015262
10.1.39.230, 2010-10-21 02:20:34, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001264
10.1.39.230, 2010-10-21 02:20:34, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000491
10.1.39.230, 2010-10-21 02:20:34, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.001387
10.1.39.230, 2010-10-21 02:20:34, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000397
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.014356
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.024779
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.034870
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.044740
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.053701
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.039820
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.010352
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/plugins.js, HTTP/1.1, 400, 0.010642
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/script.js, HTTP/1.1, 400, 0.009960
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.014773
10.1.39.230, 2010-10-21 02:20:35, GET, /vlab/default/js/profiling/config.js, HTTP/1.1, 400, 0.010039
10.1.39.230, 2010-10-21 02:20:40, POST, /vlab/default/user/login, HTTP/1.1, 303, 0.102743
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/default/index, HTTP/1.1, 200, 0.017006
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.001351
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001891
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000605
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.001332
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.013916
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000284
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.024456
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.034981
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.043801
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.055925
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.015702
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.010499
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.010425
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.010444
10.1.39.230, 2010-10-21 02:20:40, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.010422
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/default/index, HTTP/1.1, 200, 0.017510
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.000483
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000293
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000280
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.002253
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/static/images.jpeg, HTTP/1.1, 200, 0.000476
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.020417
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000284
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.029953
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.039744
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.052039
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.062532
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.021717
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.010463
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.010511
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.010980
10.1.39.230, 2010-10-21 02:27:14, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.010151
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/default/index, HTTP/1.1, 200, 0.017259
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/static/css/handheld.css, HTTP/1.1, 304, 0.000346
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/static/css/default.css, HTTP/1.1, 304, 0.001435
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/static/css/style.css, HTTP/1.1, 304, 0.000438
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/static/js/modernizr-1.5.min.js, HTTP/1.1, 304, 0.000295
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/static/css/override.css, HTTP/1.1, 304, 0.000280
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.014507
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/static/images/bck.jpg, HTTP/1.1, 304, 0.000327
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/jquery-1.4.2.min.js, HTTP/1.1, 400, 0.000307
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/static/images/bck_head.jpg, HTTP/1.1, 304, 0.001125
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.027097
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.036461
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.045015
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/MathJax/MathJax.js, HTTP/1.1, 400, 0.057970
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/plugins.js, HTTP/1.1, 400, 0.010089
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/script.js, HTTP/1.1, 400, 0.014495
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/profiling/yahoo-profiling.min.js, HTTP/1.1, 400, 0.010551
10.1.39.230, 2010-10-21 02:31:09, GET, /vlab/js/profiling/config.js, HTTP/1.1, 400, 0.010096
